Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,TISSUE,transgenic_line
SRR9198741,5 days post fertilization,RNA-Seq,43,21068065,PRJNA546235,SAMN11955518,16736250,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198742,5 days post fertilization,RNA-Seq,43,23507799,PRJNA546235,SAMN11955518,18326292,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198743,5 days post fertilization,RNA-Seq,43,24932217,PRJNA546235,SAMN11955518,19638480,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198744,5 days post fertilization,RNA-Seq,43,18748129,PRJNA546235,SAMN11955518,14732359,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198745,5 days post fertilization,RNA-Seq,43,28424677,PRJNA546235,SAMN11955518,22167919,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198746,5 days post fertilization,RNA-Seq,43,27173162,PRJNA546235,SAMN11955518,21101569,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198747,5 days post fertilization,RNA-Seq,43,21725492,PRJNA546235,SAMN11955518,17039487,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198748,5 days post fertilization,RNA-Seq,43,25692801,PRJNA546235,SAMN11955518,20097401,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198749,5 days post fertilization,RNA-Seq,43,28588593,PRJNA546235,SAMN11955518,22349447,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198750,5 days post fertilization,RNA-Seq,43,29955090,PRJNA546235,SAMN11955518,23409452,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198751,5 days post fertilization,RNA-Seq,43,19833793,PRJNA546235,SAMN11955518,15596786,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198752,5 days post fertilization,RNA-Seq,43,20452520,PRJNA546235,SAMN11955518,16075860,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198753,5 days post fertilization,RNA-Seq,43,30294919,PRJNA546235,SAMN11955518,23749172,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198754,5 days post fertilization,RNA-Seq,43,35972897,PRJNA546235,SAMN11955518,27969626,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198755,5 days post fertilization,RNA-Seq,43,29924130,PRJNA546235,SAMN11955518,23324375,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198756,5 days post fertilization,RNA-Seq,43,22138679,PRJNA546235,SAMN11955518,17398419,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198757,5 days post fertilization,RNA-Seq,43,19886210,PRJNA546235,SAMN11955518,16061487,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198758,5 days post fertilization,RNA-Seq,43,32587636,PRJNA546235,SAMN11955518,25433479,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198759,5 days post fertilization,RNA-Seq,43,31880974,PRJNA546235,SAMN11955518,24833009,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198760,5 days post fertilization,RNA-Seq,43,27073359,PRJNA546235,SAMN11955518,21189151,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198761,5 days post fertilization,RNA-Seq,43,28336183,PRJNA546235,SAMN11955518,22269240,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198762,5 days post fertilization,RNA-Seq,43,30932738,PRJNA546235,SAMN11955518,24096102,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198763,5 days post fertilization,RNA-Seq,43,20207678,PRJNA546235,SAMN11955518,16244383,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198764,5 days post fertilization,RNA-Seq,43,30407321,PRJNA546235,SAMN11955518,23635282,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198765,5 days post fertilization,RNA-Seq,43,25185917,PRJNA546235,SAMN11955518,19825755,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198766,5 days post fertilization,RNA-Seq,43,16796918,PRJNA546235,SAMN11955518,13275268,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198767,5 days post fertilization,RNA-Seq,43,18318301,PRJNA546235,SAMN11955518,14600447,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198768,5 days post fertilization,RNA-Seq,43,29829444,PRJNA546235,SAMN11955518,23201218,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198769,5 days post fertilization,RNA-Seq,43,29669785,PRJNA546235,SAMN11955518,23363877,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198770,5 days post fertilization,RNA-Seq,43,2364785,PRJNA546235,SAMN11955518,1916095,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198771,5 days post fertilization,RNA-Seq,43,11819582,PRJNA546235,SAMN11955518,9724611,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198772,5 days post fertilization,RNA-Seq,43,12109789,PRJNA546235,SAMN11955518,9536380,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198773,5 days post fertilization,RNA-Seq,43,22758567,PRJNA546235,SAMN11955518,17879495,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198774,5 days post fertilization,RNA-Seq,43,15505972,PRJNA546235,SAMN11955518,13055707,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198775,5 days post fertilization,RNA-Seq,43,17157989,PRJNA546235,SAMN11955518,14306007,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198776,5 days post fertilization,RNA-Seq,43,35066672,PRJNA546235,SAMN11955518,27782237,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198777,5 days post fertilization,RNA-Seq,43,16532941,PRJNA546235,SAMN11955518,13270188,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198778,5 days post fertilization,RNA-Seq,43,25247837,PRJNA546235,SAMN11955518,19820496,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198779,5 days post fertilization,RNA-Seq,43,8537478,PRJNA546235,SAMN11955518,7370756,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198780,5 days post fertilization,RNA-Seq,43,23154124,PRJNA546235,SAMN11955518,18307607,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198781,5 days post fertilization,RNA-Seq,43,19244091,PRJNA546235,SAMN11955518,15905780,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198782,5 days post fertilization,RNA-Seq,43,38747515,PRJNA546235,SAMN11955518,30171480,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198783,5 days post fertilization,RNA-Seq,43,4873878,PRJNA546235,SAMN11955518,4086908,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198784,5 days post fertilization,RNA-Seq,43,46679123,PRJNA546235,SAMN11955518,36150601,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198785,5 days post fertilization,RNA-Seq,43,44925067,PRJNA546235,SAMN11955518,34691302,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198786,5 days post fertilization,RNA-Seq,43,50822517,PRJNA546235,SAMN11955518,39473459,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198787,5 days post fertilization,RNA-Seq,43,5034053,PRJNA546235,SAMN11955518,4406582,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198788,5 days post fertilization,RNA-Seq,43,32864642,PRJNA546235,SAMN11955518,25702291,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198789,5 days post fertilization,RNA-Seq,43,12488146,PRJNA546235,SAMN11955518,10048669,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198790,5 days post fertilization,RNA-Seq,43,7541469,PRJNA546235,SAMN11955518,6388209,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198791,5 days post fertilization,RNA-Seq,43,16602515,PRJNA546235,SAMN11955518,13235667,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198792,5 days post fertilization,RNA-Seq,43,32427418,PRJNA546235,SAMN11955518,25260009,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198793,5 days post fertilization,RNA-Seq,43,26842492,PRJNA546235,SAMN11955518,21026118,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198794,5 days post fertilization,RNA-Seq,43,19351849,PRJNA546235,SAMN11955518,15556240,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
